report_period,report_year,report_month,source_file,project_code,project_name,agency,approval_date,original_doc,revised_doc,anticipated_doc,original_cost_cr,revised_cost_cr,anticipated_cost_cr,cost_overrun_cr,cost_overrun_pct,cumulative_expenditure_cr,physical_progress_pct,financial_progress_pct,financial_vs_physical_gap_pct,time_overrun_months,delay_risk_level,root_cause_category,delay_narrative,sector,state,cost_escalation_ratio,expenditure_burn_ratio,log_original_cost,fund_drain_anomaly_flag,planned_duration_months,root_cause,delay_duration_days,risk_level
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_DEVDHARIWA,"DEVDHARI-WADNER, KM.94- KM.123, NH-7 (MAHARASHTRA)",MAHARASHTRA,12/2003,7/2005,,4/2008,145.0,,145.0,0.0,0.0,7.58,5.23,5.23,0.0,33.0,High,General Execution Delay,,Road Transport & Highways,Maharashtra,1.0,0.052,4.984,0,19.0,Land Acquisition & Right of Way,1003,High
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_SIMRAHIRIN,"SIMRAHI-RINGBUND, KM.190-KM.165, NH-57 (BIHAR)",BIHAR,12/2003,4/2008,,4/2008,100.5,,100.5,0.0,0.0,6.56,6.53,6.53,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Bihar,1.0,0.065,4.62,0,52.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_GUWAHATINA,"GUWAHATI-NALBARI, KM.1093-KM.1065, NH-31 (ASSAM)",ASSAM,12/2003,4/2008,,4/2008,198.16,,198.16,0.0,0.0,4.13,2.08,2.08,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Assam,1.0,0.021,5.294,0,52.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_JAMWADNERK,"JAM-WADNER, KM.64-KM.94, NH-7 (MAHARASHTRA)",MAHARASHTRA,12/2003,7/2005,,4/2008,145.0,,145.0,0.0,0.0,10.12,6.98,6.98,0.0,33.0,High,General Execution Delay,,Road Transport & Highways,Maharashtra,1.0,0.07,4.984,0,19.0,Land Acquisition & Right of Way,1003,High
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_RJMPBORDER,"RJ/MP BORDER-KOTA, KM.449.15-KM.406 NH-76 (RAJASTHAN)",RAJASTHAN,12/2003,4/2008,,4/2008,297.72,,297.72,0.0,0.0,29.31,9.84,9.84,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Rajasthan,1.0,0.098,5.7,0,52.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_JHANSISHIV,"JHANSI-SHIVPURI, KM.91- KM.50, NH-25 (MADHYA PRADESH)",MADHYA PRADESH,12/2003,5/2008,,4/2008,220.31,,220.31,0.0,0.0,31.89,14.48,14.48,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Madhya Pradesh,1.0,0.145,5.4,0,53.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_KOTACHITTO,"KOTA-CHITTORGARH, KM.316-KM.253, NH-76 (RAJASTHAN)",RAJASTHAN,12/2003,4/2008,,4/2008,440.5,,440.5,0.0,0.0,71.74,16.29,16.29,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Rajasthan,1.0,0.163,6.09,0,52.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_NALBARIBIJ,"NALBARI-BIJNI, KM.1040.3- KM.1013, NH-31 (ASSAM)",ASSAM,12/2003,4/2008,,4/2008,208.0,,208.0,0.0,0.0,3.76,1.81,1.81,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Assam,1.0,0.018,5.342,0,52.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_PATHANKOTB,"PATHANKOT-BHOGPUR, KM.26-KM.70, NH-1A (PUNJAB)",PUNJAB,12/2003,5/2008,,5/2008,284.0,,284.0,0.0,0.0,45.18,15.91,15.91,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Punjab,1.0,0.159,5.652,0,53.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_BAKARIAGOG,"BAKARIA-GOGUNDA, KM.73- KM.29, NH-76 (RAJASTHAN)",RAJASTHAN,12/2003,4/2008,,5/2008,457.0,,530.9,73.9,16.17,140.3,30.7,30.7,0.0,1.0,Medium,General Execution Delay,,Road Transport & Highways,Rajasthan,1.162,0.307,6.127,0,52.0,Administrative & Inter-Agency Coordination,30,Medium
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_DHARAMTULS,"DHARAMTUL-SONAPUR, KM.205-KM.183, NH-31 (ASSAM)",ASSAM,12/2003,5/2008,,5/2008,160.0,,160.0,0.0,0.0,0.38,0.24,0.24,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Assam,1.0,0.002,5.081,0,53.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_JHANSIBYPA,"JHANSI BYPASS, KM.104- KM.91, NH-25 (UTTAR PRADESH)",UTTAR PRADESH,12/2003,8/2005,,5/2008,158.06,,158.06,0.0,0.0,18.32,11.59,11.59,0.0,33.0,High,General Execution Delay,,Road Transport & Highways,Uttar Pradesh,1.0,0.116,5.069,0,20.0,Land Acquisition & Right of Way,1003,High
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_BIJNIASSAM,"BIJNI-ASSAM/WB BORDER, KM.30.0-KM.0.0, NH-31C (ASSAM)",ASSAM,12/2003,6/2005,,6/2008,230.0,,230.0,0.0,0.0,14.8,6.43,6.43,0.0,36.0,High,General Execution Delay,,Road Transport & Highways,Assam,1.0,0.064,5.442,0,18.0,Forest & Environmental Clearances,1094,High
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_LANKADABOK,"LANKA-DABOKA, KM.22- KM.24, NH-54 (ASSAM)",ASSAM,12/2003,6/2008,,6/2008,225.0,,225.0,0.0,0.0,4.06,1.8,1.8,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Assam,1.0,0.018,5.421,0,54.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_DAKOBANAGA,"DAKOBA-NAGAON, KM.36- KM.5.5, NH-36 (ASSAM)",ASSAM,12/2003,6/2008,,6/2008,225.0,,225.0,0.0,0.0,13.02,5.79,5.79,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Assam,1.0,0.058,5.421,0,54.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_SONAPURGUW,"SONAPUR-GUWAHATI, KM.183-KM.163.895, NH-37 (ASSAM)",ASSAM,12/2003,3/2008,,6/2008,245.0,,245.0,0.0,0.0,64.75,26.43,26.43,0.0,3.0,Low,General Execution Delay,,Road Transport & Highways,Assam,1.0,0.264,5.505,0,51.0,On Schedule,91,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_NAGAONDHAR,"NAGAON-DHARAMTUL KM.255-KM.230, NH-37 (ASSAM)",ASSAM,12/2003,6/2008,,6/2008,264.72,,264.72,0.0,0.0,2.8,1.06,1.06,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Assam,1.0,0.011,5.582,0,54.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_DHARMATULS,"DHARMATUL-SONAPUR, KM.230.50-KM.230.00, NH-31 (ASSAM)",ASSAM,12/2003,6/2008,,6/2008,200.0,,200.0,0.0,0.0,17.39,8.7,8.7,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Assam,1.0,0.087,5.303,0,54.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_DARBHANGAM,"DARBHANGA- MUZAFFARPUR, KM 30-KM 0, NH-57 (BIHAR)",BIHAR,12/2003,6/2008,,6/2008,291.8,,291.8,0.0,0.0,16.41,5.62,5.62,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Bihar,1.0,0.056,5.679,0,54.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_RINGBUNDSJ,"RINGBUNDS-JHANJHARPUR, KM.155-KM.110, NH-57 (BIHAR)",BIHAR,12/2003,6/2008,,6/2008,340.0,,340.0,0.0,0.0,19.43,5.71,5.71,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Bihar,1.0,0.057,5.832,0,54.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_NEWMANGLOR,"NEW MANGLORE PORT, KM.37, NH-17 & 48 (KARNATAKA)",KARNATAKA,4/2000,6/2008,,6/2008,196.5,,196.5,0.0,0.0,10.9,5.55,5.55,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Karnataka,1.0,0.055,5.286,0,98.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_GOGUNDAUDA,"GOGUNDA-UDAIPUR, KM.104-KM.73, NH-76 (RAJASTHAN)",RAJASTHAN,12/2003,8/2007,,7/2008,266.0,,288.06,22.06,8.29,75.15,28.25,28.25,0.0,11.0,Medium,General Execution Delay,,Road Transport & Highways,Rajasthan,1.083,0.283,5.587,0,44.0,Administrative & Inter-Agency Coordination,334,Medium
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_SILIGURIIS,"SILIGURI-ISLAMPUR, KM.526-KM.500, NH-31(WEST BENGAL)",WEST BENGAL,12/2003,7/2008,,7/2008,225.0,,225.0,0.0,0.0,21.82,9.7,9.7,0.0,0.0,Low,On Schedule,,Road Transport & Highways,West Bengal,1.0,0.097,5.421,0,55.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_TOVARAMKUR,"TOVARAMKURCHI- MADURAI, KM.60.95- KM.124.84 (T.N.)",T.N.,12/2003,8/2008,,8/2008,263.0,,263.0,0.0,0.0,49.45,18.8,18.8,0.0,0.0,Low,On Schedule,,Other Infrastructure,Tamil Nadu,1.0,0.188,5.576,0,56.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_TRICHYBYPA,"TRICHY BYPASS- TUVARAMKURCHI, KM.61, NH-45B (TAMIL NADU)",TAMIL NADU,12/2003,8/2008,,8/2008,261.0,,261.0,0.0,0.0,49.85,19.1,19.1,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Tamil Nadu,1.0,0.191,5.568,0,56.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_MUZZAFFARP,"MUZZAFFARPUR-MEHSI, KM.520-KM.480, NH-28 (BIHAR)",BIHAR,12/2003,7/2005,,9/2008,275.0,,275.0,0.0,0.0,40.95,14.89,14.89,0.0,38.0,High,General Execution Delay,,Road Transport & Highways,Bihar,1.0,0.149,5.62,0,19.0,Land Acquisition & Right of Way,1155,High
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_FORBESGANJ,"FORBESGANJ-SIMRAHI, KM.230-KM.190, NH-57 (BIHAR)",BIHAR,12/2003,9/2008,,9/2008,332.94,,332.94,0.0,0.0,26.14,7.85,7.85,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Bihar,1.0,0.079,5.811,0,57.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_MEHSIKOTWA,"MEHSI-KOTWA, KM.480- KM.440, NH-28 (BIHAR)",BIHAR,12/2003,7/2005,,9/2008,239.0,,239.0,0.0,0.0,23.09,9.66,9.66,0.0,38.0,High,General Execution Delay,,Road Transport & Highways,Bihar,1.0,0.097,5.481,0,19.0,Land Acquisition & Right of Way,1155,High
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_JHAJHARPUR,"JHAJHARPUR-DARBANGA, KM.110-KM.70, NH-57 (BIHAR)",BIHAR,12/2003,9/2008,,9/2008,340.0,,340.0,0.0,0.0,0.26,0.08,0.08,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Bihar,1.0,0.001,5.832,0,57.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_RAJMARGCHO,"RAJMARG CHORAHA- LAKHNANDON, KM.297- KM.351, NH-26 (M.P.)",M.P.,12/2003,10/2008,,10/2008,251.03,,251.03,0.0,0.0,11.0,4.38,4.38,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.044,5.53,0,58.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_SAGARBYPAS,"SAGAR BY PASS, KM.187- KM.211, NH-26 (M.P.)",M.P.,12/2003,10/2008,,10/2008,151.3,,151.3,0.0,0.0,26.86,17.75,17.75,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.178,5.026,0,58.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_GORAKHPURA,"GORAKHPUR-AYODHYA, KM.208-KM.164, NH-28 (UTTAR PRADESH)",UTTAR PRADESH,12/2003,10/2008,,10/2008,227.0,,227.0,0.0,0.0,35.03,15.43,15.43,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Uttar Pradesh,1.0,0.154,5.429,0,58.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_AYODHYALUC,"AYODHYA-LUCKNOW, KM.93.075-KM.45, NH-28 (UTTAR PRADESH)",UTTAR PRADESH,12/2003,10/2008,,10/2008,217.0,,217.0,0.0,0.0,38.13,17.57,17.57,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Uttar Pradesh,1.0,0.176,5.384,0,58.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_LALITPURSA,"LALITPUR-SAGAR (2), KM.132-KM.187, NH-26 (M.P.)",2,12/2003,10/2008,,10/2008,225.0,,225.0,0.0,0.0,22.98,10.21,10.21,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.102,5.421,0,58.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_SAGARRAJMA,"SAGAR-RAJMARG CHORAHA, KM.255-KM.297, NH-26 (M.P.)",M.P.,12/2003,10/2008,,10/2008,206.96,,206.96,0.0,0.0,16.05,7.76,7.76,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.078,5.337,0,58.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_KOTABYPASS,"KOTA BYPASS, KM.406- KM.381, NH-76 (RAJASTHAN)",RAJASTHAN,12/2003,10/2008,,10/2008,275.0,,275.0,0.0,0.0,14.0,5.09,5.09,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Rajasthan,1.0,0.051,5.62,0,58.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_DEEWAPURUP,"DEEWAPUR-UP/BIHAR BORDER, KM.402-KM.360.915, NH-28 (BIHAR)",BIHAR,12/2003,10/2008,,11/2008,300.0,,300.0,0.0,0.0,43.12,14.37,14.37,0.0,1.0,Low,General Execution Delay,,Road Transport & Highways,Uttar Pradesh,1.0,0.144,5.707,0,58.0,On Schedule,30,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_AMBALAZIRA,"AMBALA-ZIRAKPUR, KM.5/735-KM.39/961, NH-21 & 22, (HARYANA)",HARYANA,3/2005,11/2008,,11/2008,298.0,,298.0,0.0,0.0,56.21,18.86,18.86,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Haryana,1.0,0.189,5.7,0,44.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_MAILBANGLU,"MAILBANG-LUNDING, KM.60.50-KM.83.40, NH-54 (ASSAM)",ASSAM,12/2003,11/2008,,11/2008,167.64,,167.64,0.0,0.0,9.26,5.52,5.52,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Assam,1.0,0.055,5.128,0,59.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_KELAPURPIM,"KELAPUR-PIMPALKATTI, KM.153-KM.175, NH-7 (MAHARASHTRA)",MAHARASHTRA,12/2003,11/2008,,11/2008,117.4,,117.4,0.0,0.0,4.63,3.94,3.94,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Maharashtra,1.0,0.039,4.774,0,59.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_GANJAMICCH,"GANJAM-ICCHAPURAM, KM.233-KM.284, NH-5 (ORISSA)",ORISSA,4/2000,2/2004,,11/2008,263.27,,263.27,0.0,0.0,124.89,47.44,47.44,0.0,57.0,High,General Execution Delay,,Road Transport & Highways,Odisha,1.0,0.474,5.577,0,46.0,Forest & Environmental Clearances,1733,High
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_SALEMKERAL,"SALEM-KERALA BORDER, KM.203.96-KM.53, NH-47 (TAMIL NADU)",TAMIL NADU,12/2003,12/2008,,12/2008,469.8,,469.8,0.0,0.0,0.52,0.11,0.11,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Tamil Nadu,1.0,0.001,6.154,0,60.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_KARURMADUR,"KARUR-MADURAI, KM.373.275-KM.426.60, NH-7 (TAMIL NADU)",TAMIL NADU,12/2003,12/2008,,12/2008,283.5,,283.5,0.0,0.0,0.44,0.16,0.16,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Tamil Nadu,1.0,0.002,5.651,0,60.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_NAGPURKOND,"NAGPUR-KONDHALI, KM.9.2- KM.50, NH-6 (MAHARASHTRA)",MAHARASHTRA,3/2005,12/2008,,12/2008,168.0,,168.0,0.0,0.0,2.0,1.19,1.19,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Maharashtra,1.0,0.012,5.13,0,45.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_KASIAGORAK,"KASIA-GORAKHPUR, KM.319.8-KM.279.8, NH-28 (UTTAR PRADESH)",UTTAR PRADESH,12/2003,12/2008,,12/2008,242.0,,242.0,0.0,0.0,42.75,17.67,17.67,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Uttar Pradesh,1.0,0.177,5.493,0,60.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_UPBIHARBOR,"UP/BIHAR BORDER-KASIA, KM.360.915-KM.319.8, NH-28, (U.P.)",U.P.,12/2003,12/2008,,12/2008,227.0,,227.0,0.0,0.0,31.43,13.85,13.85,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Uttar Pradesh,1.0,0.138,5.429,0,60.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_KRISHNAGIR,"KRISHNAGIRI- THOPURGHAT, KM.94- KM.156, NH-7 (TAMIL NADU)",TAMIL NADU,12/2003,12/2008,,12/2008,372.7,,372.7,0.0,0.0,0.55,0.15,0.15,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Tamil Nadu,1.0,0.001,5.923,0,60.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_BHARATPURM,"BHARATPUR MAHUA, KM.63- KM.120, NH-11 (RAJASTHAN)",RAJASTHAN,3/2005,1/2009,,1/2009,250.0,,250.0,0.0,0.0,97.5,39.0,39.0,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Rajasthan,1.0,0.39,5.525,0,46.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_PANIPATELE,"PANIPAT ELEVATED HIGHWAY, KM.96-KM.86 (HARYANA)",HARYANA,12/2003,1/2009,,1/2009,270.0,,270.0,0.0,0.0,34.0,12.59,12.59,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Haryana,1.0,0.126,5.602,0,61.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_AURANGRAIP,"AURANG-RAIPUR, KM.232- KM.281, NH-6 (CHHATTISGARH)",CHHATTISGARH,3/2005,1/2009,,1/2009,190.0,,190.0,0.0,0.0,3.59,1.89,1.89,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Chhattisgarh,1.0,0.019,5.252,0,46.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_FARUKHANAG,"FARUKHANAGAR- KOTTAKATA, KM.34.14- KM.80.08, NH-7 (A.P.)",A.P.,12/2003,2/2009,,2/2009,267.2,,267.2,0.0,0.0,8.31,3.11,3.11,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.031,5.592,0,62.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_HYDERABADB,"HYDERABAD-BANGALORE, KM.135.47-KM.211, NH-7 (A.P.)",A.P.,12/2003,3/2009,,3/2009,611.44,,611.44,0.0,0.0,14.86,2.43,2.43,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Karnataka,1.0,0.024,6.417,0,63.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_MAHUAJAIPU,"MAHUA-JAIPUR, KM.120- KM.228, NH-11 (RAJASTHAN)",RAJASTHAN,3/2005,3/2009,,3/2009,483.0,,483.0,0.0,0.0,124.9,25.86,25.86,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Rajasthan,1.0,0.259,6.182,0,48.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_KONDHALITE,"KONDHALI-TELEGAON, KM.50-KM.100, NH-6 (MAHARASHTRA)",MAHARASHTRA,3/2005,3/2009,,3/2009,212.0,,212.0,0.0,0.0,2.0,0.94,0.94,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Maharashtra,1.0,0.009,5.361,0,48.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_AGRABHARAT,"AGRA-BHARATPUR, KM.45, NH-11 (U.P.)",U.P.,3/2005,3/2009,,3/2009,195.0,,195.0,0.0,0.0,13.85,7.1,7.1,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Uttar Pradesh,1.0,0.071,5.278,0,48.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_THRISSURAN,"THRISSUR-ANGAMALI, KM.270.00-KM.316.70, NH-47 (KERALA)",KERALA,12/2003,3/2009,,3/2009,312.5,,312.5,0.0,0.0,13.92,4.45,4.45,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Kerala,1.0,0.045,5.748,0,63.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_MEERUTMUZA,"MEERUT-MUZAFFARNAGAR, KM.52.25-KM.131.00, NH-58 (U.P.)",U.P.,3/2005,3/2009,,3/2009,359.0,,359.0,0.0,0.0,3.42,0.95,0.95,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.01,5.886,0,48.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_DHULEPIMPA,"DHULE-PIMPALGAON, KM.380-KM.265, NH-3 (MAHARASHTRA)",MAHARASHTRA,3/2005,3/2009,,3/2009,556.0,,556.0,0.0,0.0,85.5,15.38,15.38,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Maharashtra,1.0,0.154,6.323,0,48.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_KADLOORYEL,"KADLOOR YELLAREDDY- POCHAMPALLI, KM.367- KM.447, NH-7 (A.P.)",A.P.,12/2003,4/2009,,4/2009,546.15,,546.15,0.0,0.0,40.0,7.32,7.32,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.073,6.305,0,64.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_GONDEVADAP,"GONDE-VADAPE (THANE), KM.440-KM.539.50, NH-3 (MAHARASHTRA)",THANE,3/2005,4/2009,,4/2009,579.0,,579.0,0.0,0.0,73.42,12.68,12.68,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Maharashtra,1.0,0.127,6.363,0,49.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_SITAPURLUC,"SITAPUR-LUCKNOW, KM.488.27-KM.413.20, NH-24 (U.P.)",U.P.,3/2005,6/2009,,6/2009,322.0,,322.0,0.0,0.0,8.95,2.78,2.78,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Uttar Pradesh,1.0,0.028,5.778,0,51.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_INDOREKALA,"INDORE-KALAGHAT, KM.80, NH-3 (M.P.)",M.P.,3/2005,9/2009,,9/2009,472.0,,472.0,0.0,0.0,17.3,3.67,3.67,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Madhya Pradesh,1.0,0.037,6.159,0,54.0,On Schedule,0,Low
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_ACQUISITIO,ACQUISITION OF 700 PASSENGER CUM 160 MT CARGO VESSEL,,6/2000,2/2004,,4/2007,129.62,,129.62,0.0,0.0,121.12,93.44,93.44,0.0,38.0,High,General Execution Delay,,Other Infrastructure,Multi-State / Central,1.0,0.934,4.872,0,44.0,Administrative & Inter-Agency Coordination,1155,High
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_ESTABLISHO,"ESTABLISH OF VTS IN GULF, KUTCH",,1/2002,12/2005,,6/2007,165.0,,165.0,0.0,0.0,15.08,9.14,9.14,0.0,18.0,Medium,General Execution Delay,,Other Infrastructure,Multi-State / Central,1.0,0.091,5.112,0,47.0,Contractor / Vendor Non-Performance,547,Medium
NOV-2006,2006,NOV,MonthlyFR_nov_2006.pdf,MOSPI_2006_DEEPENINGO,DEEPENING OF CHANNEL AT PARADIP PORT,,12/2005,6/2007,,12/2007,154.84,,154.84,0.0,0.0,0.94,0.61,0.61,0.0,6.0,Low,General Execution Delay,,Ports & Shipping,Odisha,1.0,0.006,5.049,0,18.0,On Schedule,182,Low
